LobbyingEntity,DateRange,Lobbyist,Client,House/Senate,BillNumber,BillActivity,AgentPosition,Amount,DirectBusinessAssosciation
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,FedEx Corporation,House Bill,3126,An Act relative to mobile carrying devices,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,FedEx Corporation,House Bill,4967,An Act to promote commercial driver safety,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,FedEx Corporation,House Bill,4879,An Act enabling partnerships for growth,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Casella Waste Systems, Inc.",House Bill,750,An Act to save recycling costs in the Commonwealth,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Casella Waste Systems, Inc.",House Bill,745,An Act reducing paper and packaging waste in the Commonwealth,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Casella Waste Systems, Inc.",Senate Bill,520,An Act relative to recycling,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Casella Waste Systems, Inc.",Senate Bill,470,An Act relative to public space recycling,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Casella Waste Systems, Inc.",House Bill,1330,An Act relative to speed limitations near waste or recycling collection vehicles,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Casella Waste Systems, Inc.",House Bill,798,"An Act to reduce solid waste, increase recycling and generate municipal cost savings",Oppose,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Casella Waste Systems, Inc.",Senate Bill,1182,An Act encouraging municipal recycling and composting,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Casella Waste Systems, Inc.",Senate Bill,498,"An Act to reduce solid waste, increase recycling and generate municipal cost savings",Oppose,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Casella Waste Systems, Inc.",House Bill,2830,An Act improving recycling in the Commonwealth,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Casella Waste Systems, Inc.",House Bill,858,An Act to incentivize the reduction of residential waste disposal,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Casella Waste Systems, Inc.",House Bill,747,An Act to increase access to recycling,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Executive,Other,"Operational Services Division - Ongoing dialogue related to COVID-19 response, including related orders and guidance.",Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",House Bill,5151,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",House Bill,4529,An Act enabling partnerships for growth,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Executive,Massachusetts Emergency Management Agency (MEMA) (Executive Office of Public Safety and Security),"Ongoing dialogue related to COVID-19 response, including related orders and guidance.",Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Executive,Executive Office of Housing and Economic Development (EOHED)(Executive Office of Health and Human Services),"Ongoing dialogue related to COVID-19 response, including related orders and guidance.",Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Executive,Office of Consumer Affairs and Business Regulation (Executive Office of Health and Human Services),"Ongoing dialogue related to COVID-19 response, including related orders and guidance.",Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Executive,Executive Office of Transportation and Public Works,Issues related to broadband deployment make ready,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Executive,Other,"Massachusetts Broadband Institute - Ongoing dialogue related to COVID-19 response, including related orders and guidance.",Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Senate Bill,2796,An Act Putting Patients First,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Executive,Other,"Office of the Governor - Ongoing dialogue related to COVID-19 response, including related orders and guidance.",Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Executive,Attorney General's Office (AGO),"Ongoing dialogue related to COVID-19 response, including related orders and guidance.",Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",House Bill,5164,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Executive,Executive Office of Education (EDU),"Ongoing dialogue related to COVID-19 response, including related orders and guidance.",Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Executive,Lieutenant Governors Office,Issues related to broadband deployment make ready,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,"Comcast Cable Communications Management, LLC",Executive,Department of Conservation and Recreation,Issues related to broadband deployment make ready,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,1088,An Act relative to prescription drug access,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,5164,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,4887,An Act enabling partnerships for growth,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,Executive,Department of Public Health (DPH),School Vaccine Mandates,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,1178,An Act relative to promoting transparency in the pharmaceutical industry,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,916,An Act relative to co-pay assistance,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,Executive,Department of Public Health (DPH),Vaccine Financing,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,4745,An Act providing hazard pay for essential workers in the COVID-19 emergency,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,5150,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,3999,An Act relative to vaccinations and public health,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,4783,An Act protecting children from harmful diet pills and muscle-building supplements,Oppose,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,Senate Bill,2796,An Act Putting Patients First,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,92,An Act relative to improving treatment and continuity of care for patients living with HIV,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,Senate Bill,2397,"An Act relative to pharmaceutical access, costs and transparency",Oppose,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,4740,An Act relative to emergency hazard health benefits for essential employees,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,House Bill,4134,An Act to improve health care by investing in VALUE,Oppose,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,GlaxoSmithKline,Senate Bill,2843,An Act relative to step therapy and patient safety,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,Cypress Creek Renewables,Senate Bill,2500,An Act setting next-generation climate policy,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,Cypress Creek Renewables,House Bill,4933,An Act creating a 2050 roadmap to a clean and thriving commonwealth,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,Cypress Creek Renewables,Senate Bill,2477,An Act setting next-generation climate policy,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,Cypress Creek Renewables,House Bill,4912,An Act creating a 2050 roadmap to a clean and thriving commonwealth,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,Abbott Laboratories,Senate Bill,1231,An Act relative to modernizing the regulation of clinical laboratories,Support,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,Abbott Laboratories,Executive,Executive Office of Health and Human Services (EOHHS),Ongoing dialogue relative to testing equipment during COVID-19 response,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,Abbott Laboratories,Senate Bill,1439,An Act establishing a standing commission on operating under the influence and impaired driving,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,Abbott Laboratories,House Bill,3247,An Act relative to drug driving,Neutral,$0.00,N/A
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,Warren R. Lent,Abbott Laboratories,House Bill,3524,An Act to further continue the special commission on operating under the influence,Neutral,$0.00,N/A
Massachusetts Assocaition of 766 Approved Private Schools,07/01/2020 - 12/31/2020,Massachusetts Association of 766 Approved Private Schools,,House Bill,5014,An Act making appropriations for the fiscal year 2020 to provide for supplementing certain existing appropriations and for certain other activities and projects,Support,$0.00,Rep Peisch
Massachusetts Assocaition of 766 Approved Private Schools,07/01/2020 - 12/31/2020,Massachusetts Association of 766 Approved Private Schools,,House Bill,5102,An Act making appropriations for fiscal year 2020 to provide for supplementing certain existing appropriations and for certain other activities and projects,Support,$0.00,Rep. Peisch
Massachusetts Assocaition of 766 Approved Private Schools,07/01/2020 - 12/31/2020,Massachusetts Association of 766 Approved Private Schools,,House Bill,2944,An Act establishing a cultural highway,Support,$0.00,Rep. Peisch
Massachusetts Assocaition of 766 Approved Private Schools,07/01/2020 - 12/31/2020,Massachusetts Association of 766 Approved Private Schools,,House Bill,2,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Support,$0.00,"Rep Michelwitz, Rep Khan, Rep. Peisch, Sen Rodricks, Sen. Chang-Diaz"
Massachusetts Assocaition of 766 Approved Private Schools,01/01/2020 - 06/30/2020,Massachusetts Association of 766 Approved Private Schools,,House Bill,4752,An Act relative to municipal governance during the COVID-19 emergency,Support,$0.00,N/A
Massachusetts Assocaition of 766 Approved Private Schools,01/01/2020 - 06/30/2020,Massachusetts Association of 766 Approved Private Schools,,Senate Bill,2790,An Act financing the general governmental infrastructure of the Commonwealth,Support,$0.00,N/A
Massachusetts Assocaition of 766 Approved Private Schools,01/01/2020 - 06/30/2020,Massachusetts Association of 766 Approved Private Schools,,Senate Bill,2680,An Act relative to municipal governance during the COVID-19 emergency,Support,$0.00,N/A
Massachusetts Assocaition of 766 Approved Private Schools,01/01/2020 - 06/30/2020,Massachusetts Association of 766 Approved Private Schools,,House Bill,2,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions, and certain activities of the commonwealth, for interest, sinking fund, and serial bond requirements, and for certain permanent improvements",Support,$0.00,N/A
Massachusetts Assocaition of 766 Approved Private Schools,01/01/2020 - 06/30/2020,Massachusetts Association of 766 Approved Private Schools,,Senate Bill,2733,An Act relative to municipal governance during the COVID-19 emergency,Support,$0.00,N/A
Massachusetts Family Institute,07/01/2020 - 12/31/2020,Massachusetts Family Institute,,House Bill,1102,An Act to establish health equity for pregnant persons,Oppose,$0.00,n/a
Massachusetts Family Institute,07/01/2020 - 12/31/2020,Massachusetts Family Institute,,House Bill,1427,An Act relative to privacy and safety in public accommodations,Support,$0.00,n/a
Massachusetts Family Institute,07/01/2020 - 12/31/2020,Massachusetts Family Institute,,House Bill,410,An Act relative to healthy youth,Oppose,$0.00,n/a
Massachusetts Family Institute,07/01/2020 - 12/31/2020,Massachusetts Family Institute,,Senate Bill,1209,An Act to remove obstacles and expand abortion access,Oppose,$0.00,n/a
Massachusetts Family Institute,07/01/2020 - 12/31/2020,Massachusetts Family Institute,,House Bill,3320,An Act removing obstacles and expanding access to women's reproductive health,Oppose,$0.00,n/a
Massachusetts Family Institute,07/01/2020 - 12/31/2020,Massachusetts Family Institute,,Executive,Executive Office of Housing and Economic Development (EOHED)(Executive Office of Health and Human Services),Asking the Governor and his COVID-19 Reopening Board to keep the churches open in MA.,Support,$0.00,N/A
Massachusetts Family Institute,07/01/2020 - 12/31/2020,Massachusetts Family Institute,,Senate Bill,1208,An Act relative to end of life options,Oppose,$0.00,n/a
Massachusetts Family Institute,07/01/2020 - 12/31/2020,Massachusetts Family Institute,,Senate Bill,2055,An Act relative to gender identity on Massachusetts identification,Oppose,$0.00,n/a
Massachusetts Family Institute,07/01/2020 - 12/31/2020,Massachusetts Family Institute,,Senate Bill,263,An Act relative to healthy youth,Oppose,$0.00,n/a
Massachusetts Family Institute,07/01/2020 - 12/31/2020,Massachusetts Family Institute,,Senate Bill,858,"An Act relative to preventing discrimination on the basis of sex, sexual orientation, and gender identity by educational institutions",Oppose,$0.00,n/a
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,House Bill,410,An Act relative to healthy youth,Oppose,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,Senate Bill,587,An Act to establish health equity for pregnant persons,Oppose,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,Senate Bill,1335,An Act advancing the health of pregnant persons,Oppose,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,Senate Bill,1208,An Act relative to end of life options,Oppose,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,Senate Bill,858,"An Act relative to preventing discrimination on the basis of sex, sexual orientation, and gender identity by educational institutions",Oppose,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,Executive,Executive Office of Housing and Economic Development (EOHED)(Executive Office of Health and Human Services),Asking the Governor and his COVID-19 Reopening Board to reopen the churches in MA,Support,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,Senate Bill,2055,An Act relative to gender identity on Massachusetts identification,Oppose,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,House Bill,1102,An Act to establish health equity for pregnant persons,Oppose,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,House Bill,1427,An Act relative to privacy and safety in public accommodations,Support,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,House Bill,1926,An Act relative to end of life options,Oppose,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,House Bill,1181,An Act relative to state funding of certain nonprofits,Support,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,Senate Bill,263,An Act relative to healthy youth,Oppose,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,House Bill,1985,An Act to advance the safety of women seeking to terminate a pregnancy,Support,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,House Bill,3429,An Act relative to a woman's right to know,Support,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,House Bill,3320,An Act removing obstacles and expanding access to women's reproductive health,Oppose,$0.00,N/A
Massachusetts Family Institute,01/01/2020 - 06/30/2020,Massachusetts Family Institute,,Senate Bill,1209,An Act to remove obstacles and expand abortion access,Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,4,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the Commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2769,An Act Putting Patients First,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4843,An Act to mitigate arbovirus in the Commonwealth,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2769,An Act Putting Patients First,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2918,An Act to guarantee housing stability during the COVID-19 emergency and recovery,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2955,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the Commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2796,An Act Putting Patients First,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2608,An Act granting authority to postpone 2020 municipal elections in the commonwealth and increase voting options in response to the declaration of emergency to respond to COVID-19,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2963,"An Act relative to justice, equity and accountability in law enforcement in the Commonwealth",Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,5045,An Act relative to accelerating improvements to the local and regional public health system to address disparities in the delivery of public health services,Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,5164,"An Act making appropriations for the fiscal year 2021 for the maintenance of the departments, boards, commissions, institutions and certain activities of the commonwealth, for interest, sinking fund and serial bond requirements and for certain permanent improvements",Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2593,An Act prohibiting the use of Native American mascots by public schools in the Commonwealth,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Docket,4819,An Act providing for planning board meeting postponement due to inclement weather,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4794,An Act to improve police officer standards and accountability and to improve training,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2922,An Act relative to accelerating improvements to the local and regional public health system to address disparities in the delivery of public health services,Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,2243,An Act relative to the cap on work hours for retirees,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2423,An Act allowing humane transportation of K9 partners aka Nero's law,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4854,An Act enabling partnerships for growth,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2633,An Act relative to PEG access and cable-related funds,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4912,An Act creating a 2050 roadmap to a clean and thriving commonwealth,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,2261,An Act relative to disability or death caused by contagious diseases; presumption,Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,3277,An Act to secure civil rights through the courts of the Commonwealth,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4874,An Act enabling partnerships for growth,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2800,"An Act to reform police standards and shift resources to build a more equitable, fair and just commonwealth that values Black lives and communities of color",Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4933,An Act creating a 2050 roadmap to a clean and thriving commonwealth,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,2285,"An Act relative to disability or death caused by contagious diseases, presumption",Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4737,An Act ensuring safe and participatory 2020 state elections in response to COVID-19,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4879,An Act enabling partnerships for growth,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2820,"An Act to reform police standards and shift resources to build a more equitable, fair and just commonwealth that values Black lives and communities of color",Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2813,An Act authorizing and accelerating transportation investment,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,2619,An Act clarifying property tax exemptions for solar and wind systems,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,2381,"An Act relative to disability or death caused by contagious diseases, presumption",Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4762,An Act relative to voting options in response to COVID-19,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4887,An Act enabling partnerships for growth,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4860,"An Act to reform police standards and shift resources to build a more equitable, fair and just commonwealth that values Black lives and communities of color",Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Executive,Department of Environmental Protection (DEP),Letter to Department of Environmental Protection (DEP) with comments opposing aspects of proposed amendments to 310 CMR 19.000 regarding mattress disposal ban,Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,732,An Act protecting the natural resources of the Commonwealth,Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4263,An Act to promote housing choices,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4768,An Act relative to voting options in response to COVID-19,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2842,An Act enabling partnerships for growth,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4886,"An Act to reform police standards and shift resources to build a more equitable, fair and just commonwealth that values Black lives and communities of color",Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,3786,An Act relative to municipal snow and ice removal budgets,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4921,An Act promoting awareness of sewage pollution in public waters,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,1466,An Act creating the fire station building assistance program,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4778,An Act relative to voting options in response to COVID-19,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,5250,An Act enabling partnerships for growth,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,2984,An Act promoting a resilient health care system that puts patients first,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4045,An Act relative to digital entertainment on public rights of way,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4547,An Act authorizing and accelerating transportation investment,Support,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Senate Bill,1509,An Act relative to the disability or death caused by post-traumatic stress disorder (PTSD),Oppose,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,House Bill,4820,An Act relative to voting options in response to COVID-19,Neutral,$0.00,N/A
Massachusetts Municipal Association,07/01/2020 - 12/31/2020,Massachusetts Municipal Association,,Executive,Cannabis Control Commission,Comment letter to Cannabis Control Commission opposing proposed draft regulation changes to 935 CMR 500.000 specific to delivery,Oppose,$0.00,N/A
